"MAG","classification","reason","lineage","lineage.scores","superkingdom","confidence","phylum","class","order","family","genus","species","Depth","category","n_contigs","contig_bp","gap_pct","ctg_N50","ctg_L50","ctg_N90","ctg_L90","ctg_max","gc_avg","gc_std","size_mbp","Dataset","Complete","Single","Duplicated","Fragmented","Missing","n_markers","Scores_bacteria_odb10","Scores_archaea_odb10","Scores_eukaryota_odb10"
"13m_Bin_169-contigs","taxid assigned","based on 674/1126 ORFs","1;131567;2","1.00;0.77;0.71","Bacteria","0.71","no support","no support","no support","no support","no support","no support","13m","CB",372,835731,0,93,2364,298,1202,16986,0.33626,0.0455,0.835731,"archaea_odb10","2.0","0.5","1.5","0.5","97.5","194","C:1.6%[S:1.6%,D:0.0%],F:1.6%,M:96.8%,n:124","C:2.0%[S:0.5%,D:1.5%],F:0.5%,M:97.5%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.4%,M:99.6%,n:255"
"13m_Bin_173-contigs","taxid assigned","based on 3550/3830 ORFs","1;131567;2;1783270;68336;976;37452;1898104","1.00;1.00;0.99;0.91;0.91;0.88;0.66;0.64","Bacteria","0.99","Bacteroidetes: 0.88",NA,NA,NA,NA,"Bacteroidetes bacterium: 0.64","13m","CB",234,4908628,0,50,31877,163,9406,96695,0.31502,0.03022,4.908628,"bacteria_odb10","87.1","87.1","0.0","3.2","9.7","124","C:87.1%[S:87.1%,D:0.0%],F:3.2%,M:9.7%,n:124","C:21.6%[S:20.6%,D:1.0%],F:2.1%,M:76.3%,n:194","C:4.7%[S:4.7%,D:0.0%],F:2.4%,M:92.9%,n:255"
"13m_Bin_174-contigs","taxid assigned","based on 573/1126 ORFs","1;131567;2;49928;1869227","1.00;0.63;0.58;0.50;0.50","Bacteria","0.58",NA,NA,NA,NA,NA,"bacterium: 0.50","13m","CB",176,836241,0,16,10329,109,1591,84520,0.50573,0.04049,0.836241,"bacteria_odb10","0.8","0.0","0.8","0.8","98.4","124","C:0.8%[S:0.0%,D:0.8%],F:0.8%,M:98.4%,n:124","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255"
"13m_Bin_175-contigs","taxid assigned","based on 643/6516 ORFs","1;131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6657","1.00;0.95;0.59;0.54;0.53;0.53;0.50;0.46;0.43;0.43;0.43;0.41;0.41;0.32","Eukaryota","0.59","Arthropoda: 0.43","no support","no support","no support","no support","no support","13m","CB",6936,9575556,0,2764,1344,6016,1054,4946,0.34441,0.02977,9.575556,"mollicutes_odb10","0.0","0.0","0.0","0.7","99.3","151","C:0.0%[S:0.0%,D:0.0%],F:2.4%,M:97.6%,n:124","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:194","C:0.0%[S:0.0%,D:0.0%],F:1.2%,M:98.8%,n:255"
"13m_Bin_180-contigs","taxid assigned","based on 2183/2217 ORFs","1;131567;2;1224","1.00;1.00;1.00;0.93","Bacteria","1.00","Proteobacteria: 0.93","no support","no support","no support","no support","no support","13m","CB",685,1618681,0,173,2647,539,1214,13716,0.29168,0.03088,1.618681,"bacteria_odb10","72.6","45.2","27.4","15.3","12.1","124","C:72.6%[S:45.2%,D:27.4%],F:15.3%,M:12.1%,n:124","C:13.9%[S:7.2%,D:6.7%],F:5.7%,M:80.4%,n:194","C:5.9%[S:3.5%,D:2.4%],F:0.4%,M:93.7%,n:255"
"13m_Bin_181-contigs","taxid assigned","based on 12097/18616 ORFs","1;131567;2759;2698737;33634;2696291;2836;33849;33850;33851;33852;2857;303405","1.00;1.00;0.98;0.97;0.97;0.97;0.97;0.91;0.91;0.75;0.75;0.37;0.37","Eukaryota","0.98","Bacillariophyta: 0.97","Bacillariophyceae: 0.91","Bacillariales: 0.75","Bacillariaceae: 0.75","Nitzschia: 0.37","Nitzschia inconspicua: 0.37","13m","CB",8117,17698849,0,2462,2384,6557,1260,11808,0.49043,0.01568,17.698849,"stramenopiles_odb10","59.0","57.0","2.0","14.0","27.0","100","C:24.2%[S:23.4%,D:0.8%],F:21.8%,M:54.0%,n:124","C:22.6%[S:21.1%,D:1.5%],F:16.0%,M:61.4%,n:194","C:44.3%[S:44.3%,D:0.0%],F:20.4%,M:35.3%,n:255"
"13m_Bin_182-contigs","taxid assigned","based on 6531/6614 ORFs","1;131567;2;1783272;201174;1760","1.00;1.00;0.99;0.96;0.96;0.96","Bacteria","0.99","Actinobacteria: 0.96","Actinomycetia: 0.96","no support","no support","no support","no support","13m","CB",1914,5261671,0,396,3334,1450,1267,43008,0.40747,0.01951,5.261671,"bacteria_odb10","70.2","24.2","46.0","9.7","20.1","124","C:70.2%[S:24.2%,D:46.0%],F:9.7%,M:20.1%,n:124","C:13.9%[S:2.6%,D:11.3%],F:3.6%,M:82.5%,n:194","C:2.8%[S:0.8%,D:2.0%],F:2.7%,M:94.5%,n:255"
"13m_Bin_183-contigs","taxid assigned","based on 2746/2902 ORFs","1;131567;2;1783270;68336;976","1.00;1.00;0.99;0.92;0.92;0.90","Bacteria","0.99","Bacteroidetes: 0.90","no support","no support","no support","no support","no support","13m","CB",427,3092127,0,97,8303,318,3640,78050,0.33007,0.01787,3.092127,"bacteria_odb10","43.5","43.5","0.0","8.1","48.4","124","C:43.5%[S:43.5%,D:0.0%],F:8.1%,M:48.4%,n:124","C:9.3%[S:9.3%,D:0.0%],F:4.6%,M:86.1%,n:194","C:2.0%[S:2.0%,D:0.0%],F:2.0%,M:96.0%,n:255"
"13m_Bin_186-contigs","taxid assigned","based on 3112/3325 ORFs","1;131567;2;1783257;74201;203494;48461;134621;1032526;2638824;2024890","1.00;1.00;1.00;0.78;0.75;0.54;0.54;0.53;0.53;0.53;0.53","Bacteria","1.00","Verrucomicrobia: 0.75","Verrucomicrobiae: 0.54","Verrucomicrobiales: 0.54","Verrucomicrobia subdivision 3: 0.53","Pedosphaera: 0.53","Pedosphaera sp.: 0.53","13m","CB",1290,3103336,0,347,2670,1018,1278,24447,0.60201,0.02968,3.103336,"bacteria_odb10","52.4","52.4","0.0","20.2","27.4","124","C:52.4%[S:52.4%,D:0.0%],F:20.2%,M:27.4%,n:124","C:7.2%[S:7.2%,D:0.0%],F:4.6%,M:88.2%,n:194","C:2.7%[S:2.7%,D:0.0%],F:0.4%,M:96.9%,n:255"
"13m_Bin_187-contigs","taxid assigned","based on 1655/1701 ORFs","1;131567;2;1783272;201174;1760;52018;1883427","1.00;0.98;0.98;0.94;0.94;0.93;0.34;0.34","Bacteria","0.98","Actinobacteria: 0.94","Actinomycetia: 0.93",NA,NA,NA,"Actinobacteria bacterium: 0.34","13m","CB",235,1547461,0,36,12175,145,2697,56065,0.47081,0.02827,1.547461,"bacteria_odb10","46.0","45.2","0.8","8.1","45.9","124","C:46.0%[S:45.2%,D:0.8%],F:8.1%,M:45.9%,n:124","C:14.9%[S:14.4%,D:0.5%],F:1.5%,M:83.6%,n:194","C:3.5%[S:3.5%,D:0.0%],F:1.6%,M:94.9%,n:255"
"13m_Bin_189-contigs","taxid assigned","based on 3907/4054 ORFs","1;131567;2;1783257;74201","1.00;1.00;1.00;0.91;0.91","Bacteria","1.00","Verrucomicrobia: 0.91","no support","no support","no support","no support","no support","13m","CB",868,4179678,0,124,8236,572,1911,102948,0.62347,0.02411,4.179678,"bacteria_odb10","73.4","59.7","13.7","12.1","14.5","124","C:73.4%[S:59.7%,D:13.7%],F:12.1%,M:14.5%,n:124","C:12.4%[S:9.3%,D:3.1%],F:4.6%,M:83.0%,n:194","C:2.8%[S:1.6%,D:1.2%],F:0.8%,M:96.4%,n:255"
"13m_Bin_190-contigs","taxid assigned","based on 2186/2271 ORFs","1;131567;2;1783270;68336;976;117743;200644;49546;61432;1871037","1.00;0.99;0.99;0.78;0.78;0.78;0.64;0.62;0.59;0.32;0.32","Bacteria","0.99","Bacteroidetes: 0.78","Flavobacteriia: 0.64","Flavobacteriales: 0.62","Flavobacteriaceae: 0.59",NA,"Flavobacteriaceae bacterium: 0.32","13m","CB",759,1862448,0,195,2802,595,1254,23718,0.3381,0.02613,1.862448,"flavobacteriales_odb10","49.5","49.4","0.1","16.4","34.1","733","C:45.2%[S:44.4%,D:0.8%],F:20.2%,M:34.6%,n:124","C:6.7%[S:5.7%,D:1.0%],F:5.2%,M:88.1%,n:194","C:2.7%[S:2.7%,D:0.0%],F:2.4%,M:94.9%,n:255"
"13m_Bin_192-contigs","taxid assigned (2/2)","based on 11749/12211 ORFs","1;131567;2;1224;1236;135613;1046;53392;1166950","1.00;1.00;1.00;0.98;0.98;0.98;0.98;0.50;0.50","Bacteria","1.00","Proteobacteria: 0.98","Gammaproteobacteria: 0.98","Chromatiales: 0.98","Chromatiaceae: 0.98","Thiodictyon: 0.50","Candidatus Thiodictyon syntrophicum: 0.50","13m","CB",3194,11586124,0,761,4714,2339,1767,29678,0.65723,0.03554,11.586124,"chromatiales_odb10","88.0","42.3","45.7","4.9","7.1","652","C:86.3%[S:46.0%,D:40.3%],F:9.7%,M:4.0%,n:124","C:18.1%[S:9.3%,D:8.8%],F:5.2%,M:76.7%,n:194","C:5.5%[S:3.9%,D:1.6%],F:3.1%,M:91.4%,n:255"
"13m_Bin_195-contigs","taxid assigned","based on 4906/5216 ORFs","1;131567;2;1783270;68336;976","1.00;1.00;0.98;0.80;0.80;0.78","Bacteria","0.98","Bacteroidetes: 0.78","no support","no support","no support","no support","no support","13m","CB",1050,5216105,0,265,5976,789,2668,31881,0.33164,0.02772,5.216105,"bacteria_odb10","81.4","54.0","27.4","6.5","12.1","124","C:81.4%[S:54.0%,D:27.4%],F:6.5%,M:12.1%,n:124","C:13.4%[S:7.2%,D:6.2%],F:5.7%,M:80.9%,n:194","C:2.8%[S:2.0%,D:0.8%],F:2.4%,M:94.8%,n:255"
"13m_Bin_20-contigs","taxid assigned","based on 2407/3471 ORFs","1;131567;2;1224;28211","1.00;0.86;0.82;0.34;0.30","Bacteria","0.82","Proteobacteria: 0.34","Alphaproteobacteria: 0.30","no support","no support","no support","no support","13m","CB",421,3337025,0,58,15108,259,3102,87268,0.34266,0.04559,3.337025,"archaea_odb10","2.6","0.5","2.1","0.5","96.9","194","C:1.6%[S:0.0%,D:1.6%],F:0.8%,M:97.6%,n:124","C:2.6%[S:0.5%,D:2.1%],F:0.5%,M:96.9%,n:194","C:0.4%[S:0.0%,D:0.4%],F:0.4%,M:99.2%,n:255"
"13m_Bin_200-contigs","taxid assigned","based on 5990/6095 ORFs","1;131567;2;1783272;201174;1760;52018;1883427","1.00;1.00;1.00;0.98;0.90;0.87;0.50;0.50","Bacteria","1.00","Actinobacteria: 0.90","Actinomycetia: 0.87",NA,NA,NA,"Actinobacteria bacterium: 0.50","13m","CB",1387,5254283,0,286,4752,1002,1742,105613,0.44842,0.0184,5.254283,"actinobacteria_class_odb10","89.9","19.7","70.2","2.0","8.1","356","C:93.5%[S:30.6%,D:62.9%],F:3.2%,M:3.3%,n:124","C:19.1%[S:5.7%,D:13.4%],F:4.1%,M:76.8%,n:194","C:4.7%[S:1.6%,D:3.1%],F:1.6%,M:93.7%,n:255"
"13m_Bin_202-contigs","taxid assigned","based on 1828/3762 ORFs","1;131567;2;1224;1236;135613;1046","1.00;0.91;0.80;0.67;0.60;0.59;0.57","Bacteria","0.80","Proteobacteria: 0.67","Gammaproteobacteria: 0.60","Chromatiales: 0.59","Chromatiaceae: 0.57","no support","no support","13m","CB",625,3307943,0,115,7862,421,2287,59328,0.61898,0.0535,3.307943,"bacteria_odb10","17.7","17.7","0.0","4.0","78.3","124","C:17.7%[S:17.7%,D:0.0%],F:4.0%,M:78.3%,n:124","C:3.6%[S:3.6%,D:0.0%],F:0.5%,M:95.9%,n:194","C:1.2%[S:1.2%,D:0.0%],F:0.4%,M:98.4%,n:255"
"13m_Bin_205-contigs","taxid assigned","based on 2753/2970 ORFs","1;131567;2;1783270;68336;976","1.00;0.98;0.98;0.87;0.87;0.87","Bacteria","0.98","Bacteroidetes: 0.87","no support","no support","no support","no support","no support","13m","CB",337,3128786,0,25,25796,180,3406,158035,0.42929,0.03726,3.128786,"bacteria_odb10","93.5","93.5","0.0","4.0","2.5","124","C:93.5%[S:93.5%,D:0.0%],F:4.0%,M:2.5%,n:124","C:16.5%[S:16.0%,D:0.5%],F:3.6%,M:79.9%,n:194","C:4.7%[S:4.7%,D:0.0%],F:1.6%,M:93.7%,n:255"
"13m_Bin_206-contigs","taxid assigned (1/2)","based on 114/397 ORFs","1;131567;2759;33090;3041;2692248;3166;2812636;3042","1.00;0.96;0.51;0.36;0.34;0.34;0.34;0.34;0.33","Eukaryota","0.51","Chlorophyta: 0.34","Chlorophyceae: 0.34","Chlamydomonadales: 0.33","no support","no support","no support","13m","CB",261,547539,0,65,2143,211,1133,15892,0.62527,0.06501,0.547539,"Check_logs","-","-","-","-","-","-","-","-","-"
"13m_Bin_207-contigs","taxid assigned","based on 1847/1869 ORFs","1;131567;2;1783272;201174;1760","1.00;1.00;1.00;0.97;0.96;0.62","Bacteria","1.00","Actinobacteria: 0.96","Actinomycetia: 0.62","no support","no support","no support","no support","13m","CB",782,1379057,0,272,1843,655,1142,4766,0.47478,0.01874,1.379057,"bacteria_odb10","44.4","31.5","12.9","10.5","45.1","124","C:44.4%[S:31.5%,D:12.9%],F:10.5%,M:45.1%,n:124","C:8.8%[S:5.7%,D:3.1%],F:4.1%,M:87.1%,n:194","C:1.6%[S:1.2%,D:0.4%],F:1.6%,M:96.8%,n:255"
"13m_Bin_208-contigs","taxid assigned","based on 1181/1213 ORFs","1;131567;2;1224;28216;32003;32011;359407;2643294","1.00;1.00;0.99;0.75;0.69;0.47;0.45;0.43;0.30","Bacteria","0.99","Proteobacteria: 0.75","Betaproteobacteria: 0.69","Nitrosomonadales: 0.47","Methylophilaceae: 0.45","Methylotenera: 0.43","no support","13m","CB",429,888800,0,138,2271,351,1253,9593,0.42919,0.02601,0.8888,"bacteria_odb10","25.0","25.0","0.0","12.9","62.1","124","C:25.0%[S:25.0%,D:0.0%],F:12.9%,M:62.1%,n:124","C:3.6%[S:3.6%,D:0.0%],F:2.1%,M:94.3%,n:194","C:0.4%[S:0.4%,D:0.0%],F:2.7%,M:96.9%,n:255"
"13m_Bin_209-contigs","taxid assigned","based on 12063/18233 ORFs","1;131567;2759;33090;3041;2692248;75966;35460;35461;2511126;3071;1962113;1650286","1.00;1.00;0.98;0.98;0.97;0.96;0.91;0.89;0.89;0.82;0.54;0.39;0.39","Eukaryota","0.98","Chlorophyta: 0.97","Trebouxiophyceae: 0.91","Chlorellales: 0.89","Chlorellaceae: 0.89","Chlorella: 0.54","Chlorella desiccata (nom. nud.): 0.39","13m","CB",1275,19561364,0,258,21882,860,7191,125257,0.71388,0.03161,19.561364,"chlorophyta_odb10","94.7","94.1","0.6","1.6","3.7","1519","C:36.3%[S:33.1%,D:3.2%],F:31.5%,M:32.2%,n:124","C:36.6%[S:34.5%,D:2.1%],F:17.0%,M:46.4%,n:194","C:82.0%[S:82.0%,D:0.0%],F:7.5%,M:10.5%,n:255"
"13m_Bin_211-contigs","taxid assigned","based on 987/1116 ORFs","1;131567;2;1783257;74201","1.00;0.99;0.99;0.53;0.49","Bacteria","0.99","Verrucomicrobia: 0.49","no support","no support","no support","no support","no support","13m","CB",534,822343,0,191,1477,455,1067,34527,0.60255,0.02459,0.822343,"bacteria_odb10","11.3","11.3","0.0","10.5","78.2","124","C:11.3%[S:11.3%,D:0.0%],F:10.5%,M:78.2%,n:124","C:0.0%[S:0.0%,D:0.0%],F:2.1%,M:97.9%,n:194","C:0.0%[S:0.0%,D:0.0%],F:1.2%,M:98.8%,n:255"
"13m_Bin_214-contigs","taxid assigned","based on 1740/1781 ORFs","1;131567;2;1783272;201174;1760;52018;1883427","1.00;1.00;1.00;0.98;0.98;0.98;0.46;0.46","Bacteria","1.00","Actinobacteria: 0.98","Actinomycetia: 0.98",NA,NA,NA,"Actinobacteria bacterium: 0.46","13m","CB",302,1714061,0,47,9725,194,2319,65853,0.5358,0.02197,1.714061,"micrococcales_odb10","84.7","75.8","8.9","4.3","11.0","537","C:86.3%[S:83.9%,D:2.4%],F:9.7%,M:4.0%,n:124","C:15.4%[S:14.4%,D:1.0%],F:3.6%,M:81.0%,n:194","C:3.9%[S:3.9%,D:0.0%],F:1.2%,M:94.9%,n:255"
"13m_Bin_217-contigs","taxid assigned","based on 4631/4855 ORFs","1;131567;2;1783270;68336;976;768503;768507;89373;105","1.00;1.00;1.00;0.98;0.97;0.97;0.92;0.88;0.87;0.80","Bacteria","1.00","Bacteroidetes: 0.97","Cytophagia: 0.92","Cytophagales: 0.88","Cytophagaceae: 0.87","Runella: 0.80","no support","13m","CB",1736,4041290,0,493,2580,1387,1296,15061,0.43377,0.0283,4.04129,"bacteria_odb10","46.8","46.8","0.0","16.9","36.3","124","C:46.8%[S:46.8%,D:0.0%],F:16.9%,M:36.3%,n:124","C:9.8%[S:9.3%,D:0.5%],F:6.2%,M:84.0%,n:194","C:2.0%[S:2.0%,D:0.0%],F:1.6%,M:96.4%,n:255"
"13m_Bin_220-contigs","taxid assigned","based on 18183/19109 ORFs","1;131567;2;1783270;68336;976;117743;200644","1.00;1.00;1.00;0.85;0.85;0.85;0.36;0.34","Bacteria","1.00","Bacteroidetes: 0.85","Flavobacteriia: 0.36","Flavobacteriales: 0.34","no support","no support","no support","13m","CB",584,21673479,0,77,74233,331,15322,367973,0.33724,0.02503,21.673479,"bacteria_odb10","100.0","3.2","96.8","0.0","0.0","124","C:100.0%[S:3.2%,D:96.8%],F:0.0%,M:0.0%,n:124","C:22.7%[S:3.1%,D:19.6%],F:3.1%,M:74.2%,n:194","C:5.5%[S:1.2%,D:4.3%],F:2.7%,M:91.8%,n:255"
"13m_Bin_226-contigs","taxid assigned","based on 4531/4654 ORFs","1;131567;2;1783270;68336;976","1.00;1.00;0.98;0.81;0.81;0.80","Bacteria","0.98","Bacteroidetes: 0.80","no support","no support","no support","no support","no support","13m","CB",313,5134894,0,20,47767,142,5818,343103,0.34325,0.017,5.134894,"bacteria_odb10","100.0","23.4","76.6","0.0","0.0","124","C:100.0%[S:23.4%,D:76.6%],F:0.0%,M:0.0%,n:124","C:21.1%[S:10.8%,D:10.3%],F:2.1%,M:76.8%,n:194","C:4.0%[S:2.0%,D:2.0%],F:2.7%,M:93.3%,n:255"
"13m_Bin_228-contigs","taxid assigned","based on 2429/2502 ORFs","1;131567;2;1783270;68336;976;1853228;1853229;563835;569836;1869212","1.00;1.00;1.00;0.98;0.98;0.98;0.93;0.32;0.32;0.31;0.31","Bacteria","1.00","Bacteroidetes: 0.98","Chitinophagia: 0.93","Chitinophagales: 0.32","Chitinophagaceae: 0.32",NA,"Chitinophagaceae bacterium: 0.31","13m","CB",362,2677248,0,42,15571,208,2676,89033,0.35501,0.02491,2.677248,"bacteroidetes_odb10","86.1","85.1","1.0","5.2","8.7","402","C:86.3%[S:85.5%,D:0.8%],F:10.5%,M:3.2%,n:124","C:14.4%[S:13.9%,D:0.5%],F:3.1%,M:82.5%,n:194","C:3.1%[S:3.1%,D:0.0%],F:0.8%,M:96.1%,n:255"
"13m_Bin_23-contigs","taxid assigned","based on 429/712 ORFs","1;131567;2;1224;28211;33807;1913988","1.00;0.85;0.82;0.41;0.38;0.37;0.37","Bacteria","0.82","Proteobacteria: 0.41","Alphaproteobacteria: 0.38",NA,NA,NA,"Alphaproteobacteria bacterium: 0.37","13m","CB",97,638428,0,15,13283,59,2574,42768,0.28048,0.03157,0.638428,"archaea_odb10","2.1","2.1","0.0","0.0","97.9","194","C:1.6%[S:1.6%,D:0.0%],F:0.8%,M:97.6%,n:124","C:2.1%[S:2.1%,D:0.0%],F:0.0%,M:97.9%,n:194","C:0.4%[S:0.4%,D:0.0%],F:0.4%,M:99.2%,n:255"
"13m_Bin_232-contigs","taxid assigned","based on 1144/2422 ORFs","1;131567;2","1.00;0.87;0.80","Bacteria","0.80","no support","no support","no support","no support","no support","no support","13m","CB",503,1390163,0,121,3077,386,1408,18729,0.29796,0.02787,1.390163,"archaea_odb10","2.6","2.6","0.0","1.5","95.9","194","C:3.2%[S:2.4%,D:0.8%],F:4.8%,M:92.0%,n:124","C:2.6%[S:2.6%,D:0.0%],F:1.5%,M:95.9%,n:194","C:0.4%[S:0.4%,D:0.0%],F:0.0%,M:99.6%,n:255"
"13m_Bin_235-contigs","taxid assigned","based on 2899/2938 ORFs","1;131567;2;1224;1236;135613;1046;1047;61644","1.00;1.00;1.00;1.00;0.99;0.99;0.99;0.96;0.80","Bacteria","1.00","Proteobacteria: 1.00","Gammaproteobacteria: 0.99","Chromatiales: 0.99","Chromatiaceae: 0.99","Chromatium: 0.96","Chromatium okenii: 0.80","13m","CB",515,2945158,0,89,9174,328,2400,47637,0.50178,0.05168,2.945158,"chromatiales_odb10","87.8","87.6","0.2","4.0","8.2","652","C:89.5%[S:89.5%,D:0.0%],F:5.6%,M:4.9%,n:124","C:19.1%[S:19.1%,D:0.0%],F:3.6%,M:77.3%,n:194","C:3.1%[S:2.7%,D:0.4%],F:2.0%,M:94.9%,n:255"
"13m_Bin_236-contigs","taxid assigned","based on 3408/3577 ORFs","1;131567;2;1783270;68336;976;768503;768507;89373;312278","1.00;1.00;1.00;0.98;0.98;0.98;0.89;0.88;0.87;0.81","Bacteria","1.00","Bacteroidetes: 0.98","Cytophagia: 0.89","Cytophagales: 0.88","Cytophagaceae: 0.87","Emticicia: 0.81","no support","13m","CB",1357,2973169,0,400,2407,1091,1239,15386,0.35749,0.02705,2.973169,"bacteria_odb10","44.3","43.5","0.8","21.0","34.7","124","C:44.3%[S:43.5%,D:0.8%],F:21.0%,M:34.7%,n:124","C:11.3%[S:10.8%,D:0.5%],F:5.2%,M:83.5%,n:194","C:1.6%[S:1.6%,D:0.0%],F:2.4%,M:96.0%,n:255"
"13m_Bin_238-contigs","taxid assigned","based on 3627/3915 ORFs","1;131567;2;1224;1236;135618;2202198;2304002","1.00;1.00;0.99;0.96;0.90;0.86;0.57;0.57","Bacteria","0.99","Proteobacteria: 0.96","Gammaproteobacteria: 0.90","Methylococcales: 0.86",NA,NA,"Methylococcales bacterium: 0.57","13m","CB",709,3880636,0,93,11202,442,2057,55172,0.39806,0.03642,3.880636,"gammaproteobacteria_odb10","95.4","94.3","1.1","1.6","3.0","366","C:95.2%[S:94.4%,D:0.8%],F:1.6%,M:3.2%,n:124","C:17.5%[S:17.5%,D:0.0%],F:7.2%,M:75.3%,n:194","C:3.1%[S:2.7%,D:0.4%],F:1.6%,M:95.3%,n:255"
"13m_Bin_239-contigs","taxid assigned","based on 2829/5855 ORFs","1;131567;2759;2698737;33634;2696291;2836;33849;33850","1.00;0.99;0.95;0.92;0.91;0.91;0.91;0.68;0.68","Eukaryota","0.95","Bacillariophyta: 0.91","Bacillariophyceae: 0.68","no support","no support","no support","no support","13m","CB",3189,5787080,0,1091,1914,2656,1161,7643,0.43195,0.03495,5.78708,"eukaryota_odb10","8.6","8.6","0.0","6.3","85.1","255","C:3.2%[S:3.2%,D:0.0%],F:12.1%,M:84.7%,n:124","C:3.6%[S:3.6%,D:0.0%],F:5.7%,M:90.7%,n:194","C:8.6%[S:8.6%,D:0.0%],F:6.3%,M:85.1%,n:255"
"13m_Bin_24-contigs","taxid assigned","based on 1388/1623 ORFs","1;131567;2;1224","1.00;0.98;0.97;0.94","Bacteria","0.97","Proteobacteria: 0.94","no support","no support","no support","no support","no support","13m","CB",475,1369216,0,129,3449,367,1510,18347,0.32474,0.03326,1.369216,"bacteria_odb10","58.1","58.1","0.0","15.3","26.6","124","C:58.1%[S:58.1%,D:0.0%],F:15.3%,M:26.6%,n:124","C:7.2%[S:7.2%,D:0.0%],F:4.6%,M:88.2%,n:194","C:2.0%[S:2.0%,D:0.0%],F:1.6%,M:96.4%,n:255"
"13m_Bin_240-contigs","taxid assigned","based on 317/3241 ORFs","1;131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6657;2172821;72037;6830;116569","1.00;0.95;0.64;0.59;0.59;0.59;0.55;0.50;0.48;0.48;0.48;0.45;0.45;0.36;0.32;0.32;0.32;0.32","Eukaryota","0.64","Arthropoda: 0.48","Hexanauplia: 0.32","no support","no support","no support","no support","13m","CB",3377,4700119,0,1342,1359,2930,1058,4390,0.34426,0.02923,4.700119,"eukaryota_odb10","0.0","0.0","0.0","1.2","98.8","255","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:124","C:0.0%[S:0.0%,D:0.0%],F:1.0%,M:99.0%,n:194","C:0.0%[S:0.0%,D:0.0%],F:1.2%,M:98.8%,n:255"
"13m_Bin_241-contigs","taxid assigned (2/2)","based on 5550/5781 ORFs","1;131567;2;1783270;68336;1090;191410;191411;191412;274493;1099;34090","1.00;1.00;1.00;0.95;0.95;0.94;0.94;0.94;0.93;0.83;0.42;0.42","Bacteria","1.00","Chlorobi: 0.94","Chlorobia: 0.94","Chlorobiales: 0.94","Chlorobiaceae: 0.93","Pelodictyon: 0.42","Pelodictyon phaeoclathratiforme: 0.42","13m","CB",424,5975753,0,44,29123,246,5704,243068,0.47718,0.03103,5.975753,"bacteria_odb10","92.7","16.9","75.8","5.6","1.7","124","C:92.7%[S:16.9%,D:75.8%],F:5.6%,M:1.7%,n:124","C:19.6%[S:1.0%,D:18.6%],F:4.1%,M:76.3%,n:194","C:4.7%[S:2.0%,D:2.7%],F:2.4%,M:92.9%,n:255"
"13m_Bin_243-contigs","taxid assigned","based on 7045/38056 ORFs","1;131567;2759;2698737;33634;2696291;2836;33849;33850","1.00;0.98;0.85;0.65;0.64;0.64;0.63;0.48;0.48","Eukaryota","0.85","Bacillariophyta: 0.63","Bacillariophyceae: 0.48","no support","no support","no support","no support","13m","CB",38143,51347689,0,15395,1304,33171,1047,5664,0.35663,0.0447,51.347689,"eukaryota_odb10","12.2","12.2","0.0","14.5","73.3","255","C:9.7%[S:9.7%,D:0.0%],F:13.7%,M:76.6%,n:124","C:7.7%[S:7.7%,D:0.0%],F:9.8%,M:82.5%,n:194","C:12.2%[S:12.2%,D:0.0%],F:14.5%,M:73.3%,n:255"
"13m_Bin_244-contigs","taxid assigned","based on 2633/2903 ORFs","1;131567;2;1783257;74201","1.00;1.00;0.99;0.35;0.32","Bacteria","0.99","Verrucomicrobia: 0.32","no support","no support","no support","no support","no support","13m","CB",725,2664940,0,182,4512,549,1879,23807,0.58563,0.03039,2.66494,"bacteria_odb10","71.0","71.0","0.0","15.3","13.7","124","C:71.0%[S:71.0%,D:0.0%],F:15.3%,M:13.7%,n:124","C:16.0%[S:16.0%,D:0.0%],F:3.6%,M:80.4%,n:194","C:1.6%[S:1.6%,D:0.0%],F:2.0%,M:96.4%,n:255"
"13m_Bin_245-contigs","taxid assigned","based on 3711/3765 ORFs","1;131567;2;1224;28216","1.00;1.00;0.99;0.95;0.93","Bacteria","0.99","Proteobacteria: 0.95","Betaproteobacteria: 0.93","no support","no support","no support","no support","13m","CB",838,3245704,0,155,5630,589,1650,43467,0.52475,0.02531,3.245704,"burkholderiales_odb10","84.9","82.0","2.9","6.5","8.6","688","C:83.9%[S:77.4%,D:6.5%],F:11.3%,M:4.8%,n:124","C:15.9%[S:14.9%,D:1.0%],F:3.6%,M:80.5%,n:194","C:5.1%[S:4.7%,D:0.4%],F:2.7%,M:92.2%,n:255"
