"MAG","classification","reason","lineage","lineage.scores","superkingdom","confidence","phylum","class","order","family","genus","species","Depth.x","category","n_contigs","contig_bp","gap_pct","ctg_N50","ctg_L50","ctg_N90","ctg_L90","ctg_max","gc_avg","gc_std","size_mbp","Dataset","Complete","Single","Duplicated","Fragmented","Missing","n_markers","Scores_bacteria_odb10","Scores_archaea_odb10","Scores_eukaryota_odb10"
"13m_2.fa","taxid assigned","based on 1016/1544 ORFs","1;131567;2;203691;1130380;2202144","1.00;0.83;0.77;0.37;0.36;0.36","Bacteria","0.77","Spirochaetes: 0.37",NA,NA,NA,NA,"Spirochaetes bacterium: 0.36","13m","NCB",230,1165479,0,19,9190,147,1861,95483,0.32009,0.02566,1.165479,"bacteria_odb10","2.4","2.4","0","1.6","96","124","C:2.4%[S:2.4%,D:0.0%],F:1.6%,M:96.0%,n:124","C:0.0%[S:0.0%,D:0.0%],F:0.5%,M:99.5%,n:194","C:0.4%[S:0.4%,D:0.0%],F:0.0%,M:99.6%,n:255"
"13m_204.fa","taxid assigned","based on 7543/8579 ORFs","1;131567;2;1783257;74201","1.00;1.00;0.99;0.68;0.61","Bacteria","0.99","Verrucomicrobia: 0.61","no support","no support","no support","no support","no support","13m","NCB",4252,6638790,0,1546,1547,3619,1084,19665,0.61615,0.03054,6.63879,"bacteria_odb10","29","26.6","2.4","27.4","43.6","124","C:29.0%[S:26.6%,D:2.4%],F:27.4%,M:43.6%,n:124","C:5.1%[S:4.6%,D:0.5%],F:5.7%,M:89.2%,n:194","C:1.2%[S:1.2%,D:0.0%],F:2.4%,M:96.4%,n:255"
"13m_206.fa","taxid assigned","based on 2699/2726 ORFs","1;131567;2;1224;1236;135613;1046;1047;61644","1.00;1.00;1.00;0.99;0.99;0.99;0.99;0.96;0.80","Bacteria","1.00","Proteobacteria: 0.99","Gammaproteobacteria: 0.99","Chromatiales: 0.99","Chromatiaceae: 0.99","Chromatium: 0.96","Chromatium okenii: 0.80","13m","NCB",418,2772568,0,80,9649,274,2854,47637,0.5054,0.04384,2.772568,"chromatiales_odb10","87","86.8","0.2","3.7","9.3","652","C:89.5%[S:89.5%,D:0.0%],F:5.6%,M:4.9%,n:124","C:19.1%[S:19.1%,D:0.0%],F:3.6%,M:77.3%,n:194","C:3.1%[S:2.7%,D:0.4%],F:2.0%,M:94.9%,n:255"
"13m_209.fa","taxid assigned","based on 2496/2589 ORFs","1;131567;2;1783270;68336;976","1.00;1.00;1.00;0.90;0.90;0.90","Bacteria","1.00","Bacteroidetes: 0.90","no support","no support","no support","no support","no support","13m","NCB",288,2885648,0,21,28067,158,3535,158035,0.42844,0.03354,2.885648,"bacteria_odb10","93.5","91.9","1.6","4","2.5","124","C:93.5%[S:91.9%,D:1.6%],F:4.0%,M:2.5%,n:124","C:16.4%[S:14.9%,D:1.5%],F:3.6%,M:80.0%,n:194","C:4.7%[S:4.7%,D:0.0%],F:1.6%,M:93.7%,n:255"
"13m_213.fa","taxid assigned","based on 2649/3673 ORFs","1;131567;2;48479;1234023","1.00;0.95;0.92;0.55;0.55","Bacteria","0.92",NA,NA,NA,NA,NA,"uncultured bacterium (gcode 4): 0.55","13m","NCB",564,3494097,0,123,8112,403,3065,41508,0.33456,0.02529,3.494097,"mollicutes_odb10","47.6","23.8","23.8","2.6","49.8","151","C:53.3%[S:31.5%,D:21.8%],F:13.7%,M:33.0%,n:124","C:4.1%[S:3.6%,D:0.5%],F:3.6%,M:92.3%,n:194","C:1.2%[S:0.4%,D:0.8%],F:0.8%,M:98.0%,n:255"
"13m_217.fa","taxid assigned","based on 1299/1510 ORFs","1;131567;2;1224","1.00;1.00;0.99;0.96","Bacteria","0.99","Proteobacteria: 0.96","no support","no support","no support","no support","no support","13m","NCB",427,1282528,0,118,3556,329,1579,18347,0.32297,0.03215,1.282528,"bacteria_odb10","52.4","52.4","0","13.7","33.9","124","C:52.4%[S:52.4%,D:0.0%],F:13.7%,M:33.9%,n:124","C:7.2%[S:7.2%,D:0.0%],F:4.6%,M:88.2%,n:194","C:2.0%[S:2.0%,D:0.0%],F:1.6%,M:96.4%,n:255"
"13m_219.fa","taxid assigned","based on 4323/4677 ORFs","1;131567;2;1783270;68336;976;200643;171549;2005523;346096","1.00;0.99;0.99;0.90;0.90;0.88;0.60;0.52;0.39;0.38","Bacteria","0.99","Bacteroidetes: 0.88","Bacteroidia: 0.60","Bacteroidales: 0.52","Paludibacteraceae: 0.39","Paludibacter: 0.38","no support","13m","NCB",358,6036378,0,68,27521,233,7753,113599,0.35651,0.02438,6.036378,"bacteroidales_odb10","94.1","91.7","2.4","2.2","3.7","541","C:94.3%[S:88.7%,D:5.6%],F:4.0%,M:1.7%,n:124","C:18.5%[S:18.0%,D:0.5%],F:3.6%,M:77.9%,n:194","C:2.7%[S:2.7%,D:0.0%],F:3.1%,M:94.2%,n:255"
"13m_223.fa","taxid assigned","based on 7569/8023 ORFs","1;131567;2;1783270;68336;976","1.00;1.00;0.99;0.73;0.73;0.72","Bacteria","0.99","Bacteroidetes: 0.72","no support","no support","no support","no support","no support","13m","NCB",588,8875231,0,85,24095,391,6230,176060,0.32391,0.02486,8.875231,"bacteria_odb10","89.5","27.4","62.1","1.6","8.9","124","C:89.5%[S:27.4%,D:62.1%],F:1.6%,M:8.9%,n:124","C:19.0%[S:4.6%,D:14.4%],F:3.1%,M:77.9%,n:194","C:3.5%[S:0.4%,D:3.1%],F:2.4%,M:94.1%,n:255"
"13m_226.fa","taxid assigned","based on 6475/7042 ORFs","1;131567;2;1224;28216;80840;80864","1.00;0.95;0.94;0.77;0.63;0.43;0.34","Bacteria","0.94","Proteobacteria: 0.77","Betaproteobacteria: 0.63","Burkholderiales: 0.43","Comamonadaceae: 0.34","no support","no support","13m","NCB",2734,4841011,0,928,1812,2284,1147,12531,0.53435,0.03501,4.841011,"burkholderiales_odb10","51.9","38.4","13.5","15.4","32.7","688","C:52.4%[S:41.9%,D:10.5%],F:18.5%,M:29.1%,n:124","C:7.7%[S:7.2%,D:0.5%],F:2.1%,M:90.2%,n:194","C:3.9%[S:3.1%,D:0.8%],F:2.0%,M:94.1%,n:255"
"13m_227.fa","taxid assigned","based on 2599/2939 ORFs","1;131567;2;1783257;74201","1.00;1.00;0.99;0.35;0.32","Bacteria","0.99","Verrucomicrobia: 0.32","no support","no support","no support","no support","no support","13m","NCB",684,2682424,0,169,4810,516,2026,45776,0.58322,0.03111,2.682424,"bacteria_odb10","67.7","67.7","0","15.3","17","124","C:67.7%[S:67.7%,D:0.0%],F:15.3%,M:17.0%,n:124","C:16.0%[S:16.0%,D:0.0%],F:3.6%,M:80.4%,n:194","C:1.6%[S:1.6%,D:0.0%],F:2.0%,M:96.4%,n:255"
"13m_230.fa","taxid assigned","based on 9027/13287 ORFs","1;131567;2759;2698737;33634;2696291;2836;33849;33850;33851;33852;2857;303405","1.00;1.00;0.98;0.97;0.97;0.97;0.96;0.88;0.88;0.66;0.66;0.32;0.32","Eukaryota","0.98","Bacillariophyta: 0.96","Bacillariophyceae: 0.88","Bacillariales: 0.66","Bacillariaceae: 0.66","Nitzschia: 0.32","Nitzschia inconspicua: 0.32","13m","NCB",4743,13675276,0,1614,3037,3879,1870,11808,0.48399,0.0198,13.675276,"stramenopiles_odb10","48","45","3","4","48","100","C:18.5%[S:17.7%,D:0.8%],F:20.2%,M:61.3%,n:124","C:20.1%[S:19.1%,D:1.0%],F:13.4%,M:66.5%,n:194","C:36.1%[S:34.1%,D:2.0%],F:12.9%,M:51.0%,n:255"
"13m_231.fa","taxid assigned","based on 816/2576 ORFs","1;131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6657;2172821;72037;6830;116569","1.00;0.96;0.63;0.47;0.47;0.47;0.46;0.44;0.43;0.43;0.43;0.42;0.42;0.40;0.39;0.38;0.38;0.38","Eukaryota","0.63","Arthropoda: 0.43","Hexanauplia: 0.38","no support","no support","no support","no support","13m","NCB",1751,2376182,0,690,1295,1520,1038,7090,0.42543,0.04313,2.376182,"archaea_odb10","0.5","0.5","0","0.5","99","194","C:0.0%[S:0.0%,D:0.0%],F:4.0%,M:96.0%,n:124","C:0.5%[S:0.5%,D:0.0%],F:0.5%,M:99.0%,n:194","C:0.0%[S:0.0%,D:0.0%],F:1.6%,M:98.4%,n:255"
"13m_240.fa","taxid assigned","based on 2990/3173 ORFs","1;131567;2;1783270;68336;976;1937959;1936988*","1.00;0.99;0.99;0.67;0.67;0.67;0.36;0.36","Bacteria","0.99","Bacteroidetes: 0.67","Saprospiria: 0.36","Saprospirales*: 0.36","no support","no support","no support","13m","NCB",268,4194440,0,52,24532,173,7000,83804,0.4782,0.02393,4.19444,"bacteroidetes_odb10","91.7","91.5","0.2","3","5.3","402","C:92.7%[S:92.7%,D:0.0%],F:2.4%,M:4.9%,n:124","C:17.0%[S:17.0%,D:0.0%],F:3.6%,M:79.4%,n:194","C:2.7%[S:2.7%,D:0.0%],F:1.6%,M:95.7%,n:255"
"13m_241.fa","taxid assigned","based on 1020/1425 ORFs","1;131567;2","1.00;0.59;0.57","Bacteria","0.57","no support","no support","no support","no support","no support","no support","13m","NCB",217,621803,0,33,3367,162,1277,37293,0.39999,0.03066,0.621803,"bacteria_odb10","0","0","0","0.8","99.2","124","C:0.0%[S:0.0%,D:0.0%],F:0.8%,M:99.2%,n:124","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255"
"13m_242.fa","taxid assigned","based on 523/1441 ORFs","1;131567;2759;33090;3041;2692248;75966;35460;35461;2511126;3071;1962113;1650286","1.00;0.99;0.93;0.91;0.91;0.91;0.83;0.81;0.81;0.73;0.50;0.36;0.36","Eukaryota","0.93","Chlorophyta: 0.91","Trebouxiophyceae: 0.83","Chlorellales: 0.81","Chlorellaceae: 0.81","Chlorella: 0.50","Chlorella desiccata (nom. nud.): 0.36","13m","NCB",592,1271007,0,195,2309,481,1304,9688,0.70013,0.05019,1.271007,"eukaryota_odb10","1.2","1.2","0","2.7","96.1","255","C:0.8%[S:0.8%,D:0.0%],F:3.2%,M:96.0%,n:124","C:0.5%[S:0.5%,D:0.0%],F:0.5%,M:99.0%,n:194","C:1.2%[S:1.2%,D:0.0%],F:2.7%,M:96.1%,n:255"
"13m_244.fa","taxid assigned","based on 2848/4330 ORFs","1;131567;2","1.00;0.85;0.79","Bacteria","0.79","no support","no support","no support","no support","no support","no support","13m","NCB",647,4087159,0,94,10348,429,2624,132231,0.34753,0.05188,4.087159,"archaea_odb10","2.6","0","2.6","0.5","96.9","194","C:3.2%[S:1.6%,D:1.6%],F:1.6%,M:95.2%,n:124","C:2.6%[S:0.0%,D:2.6%],F:0.5%,M:96.9%,n:194","C:0.4%[S:0.0%,D:0.4%],F:0.4%,M:99.2%,n:255"
"13m_246.fa","taxid assigned","based on 3267/3473 ORFs","1;131567;2;1783270;68336;976","1.00;1.00;0.99;0.91;0.91;0.89","Bacteria","0.99","Bacteroidetes: 0.89","no support","no support","no support","no support","no support","13m","NCB",591,3599984,0,128,7225,432,3027,78050,0.32975,0.01866,3.599984,"bacteria_odb10","43.5","43.5","0","8.9","47.6","124","C:43.5%[S:43.5%,D:0.0%],F:8.9%,M:47.6%,n:124","C:9.3%[S:9.3%,D:0.0%],F:5.2%,M:85.5%,n:194","C:3.5%[S:3.5%,D:0.0%],F:2.0%,M:94.5%,n:255"
"13m_247.fa","taxid assigned","based on 2095/2285 ORFs","1;131567;2;1783272;1239;526524;526525;128827;544447;2049044","1.00;0.99;0.99;0.97;0.96;0.91;0.91;0.91;0.90;0.90","Bacteria","0.99","Firmicutes: 0.96","Erysipelotrichia: 0.91","Erysipelotrichales: 0.91","Erysipelotrichaceae: 0.91",NA,"Erysipelotrichaceae bacterium: 0.90","13m","NCB",30,2295659,0,5,177428,14,47529,385868,0.38807,0.02145,2.295659,"firmicutes_odb10","87.6","87.6","0","0.5","11.9","218","C:92.7%[S:92.7%,D:0.0%],F:1.6%,M:5.7%,n:124","C:17.5%[S:17.0%,D:0.5%],F:1.5%,M:81.0%,n:194","C:3.9%[S:3.1%,D:0.8%],F:1.2%,M:94.9%,n:255"
"13m_248.fa","taxid assigned","based on 7481/12810 ORFs","1;131567;2","1.00;0.81;0.74","Bacteria","0.74","no support","no support","no support","no support","no support","no support","13m","NCB",5170,8589649,0,1766,1674,4359,1099,10079,0.28247,0.04198,8.589649,"bacteria_odb10","11.3","8.1","3.2","16.1","72.6","124","C:11.3%[S:8.1%,D:3.2%],F:16.1%,M:72.6%,n:124","C:4.1%[S:2.6%,D:1.5%],F:3.1%,M:92.8%,n:194","C:1.6%[S:1.2%,D:0.4%],F:0.8%,M:97.6%,n:255"
"13m_26.fa","taxid assigned","based on 871/995 ORFs","1;131567;2;1783257;203682;473814;2026780","1.00;0.99;0.98;0.71;0.70;0.47;0.47","Bacteria","0.98","Planctomycetes: 0.70",NA,NA,NA,NA,"Planctomycetes bacterium: 0.47","13m","NCB",504,705814,0,199,1369,436,1060,6222,0.55358,0.03552,0.705814,"bacteria_odb10","5.6","5.6","0","10.5","83.9","124","C:5.6%[S:5.6%,D:0.0%],F:10.5%,M:83.9%,n:124","C:1.0%[S:1.0%,D:0.0%],F:1.5%,M:97.5%,n:194","C:2.0%[S:2.0%,D:0.0%],F:0.8%,M:97.2%,n:255"
"13m_28.fa","taxid assigned","based on 1988/4198 ORFs","1;131567;2","1.00;0.88;0.83","Bacteria","0.83","no support","no support","no support","no support","no support","no support","13m","NCB",190,2768703,0,25,28063,110,5616,221148,0.27867,0.02006,2.768703,"bacteria_odb10","4.8","2.4","2.4","3.2","92","124","C:4.8%[S:2.4%,D:2.4%],F:3.2%,M:92.0%,n:124","C:1.5%[S:0.0%,D:1.5%],F:1.0%,M:97.5%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255"
"13m_3.fa","taxid assigned (2/2)","based on 879/12774 ORFs","1;131567;2","1.00;0.96;0.51","Bacteria","0.51","no support","no support","no support","no support","no support","no support","13m","NCB",15992,19454593,0,7100,1197,14089,1035,3436,0.32956,0.02682,19.454593,"mollicutes_odb10","3.3","3.3","0","0.7","96","151","C:2.4%[S:2.4%,D:0.0%],F:4.8%,M:92.8%,n:124","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:194","C:0.4%[S:0.4%,D:0.0%],F:1.2%,M:98.4%,n:255"
"13m_34.fa","taxid assigned","based on 7239/7416 ORFs","1;131567;2;1783272;201174;1760;52018","1.00;1.00;0.99;0.95;0.95;0.94;0.31","Bacteria","0.99","Actinobacteria: 0.95","Actinomycetia: 0.94","no support","no support","no support","no support","13m","NCB",2642,5505396,0,733,2215,2136,1169,35851,0.40358,0.02288,5.505396,"bacteria_odb10","84.6","43.5","41.1","5.6","9.8","124","C:84.6%[S:43.5%,D:41.1%],F:5.6%,M:9.8%,n:124","C:15.0%[S:6.2%,D:8.8%],F:4.6%,M:80.4%,n:194","C:3.6%[S:1.2%,D:2.4%],F:1.6%,M:94.8%,n:255"
"13m_37.fa","taxid assigned","based on 1331/1377 ORFs","1;131567;2;1783272;201174;1760;52018;1883427","1.00;1.00;1.00;0.97;0.97;0.97;0.91;0.91","Bacteria","1.00","Actinobacteria: 0.97","Actinomycetia: 0.97",NA,NA,NA,"Actinobacteria bacterium: 0.91","13m","NCB",248,1187498,0,53,7070,171,2111,25060,0.50295,0.01441,1.187498,"micrococcales_odb10","76.8","76.2","0.6","7.1","16.1","537","C:82.3%[S:82.3%,D:0.0%],F:8.9%,M:8.8%,n:124","C:16.0%[S:16.0%,D:0.0%],F:3.6%,M:80.4%,n:194","C:2.7%[S:2.7%,D:0.0%],F:0.4%,M:96.9%,n:255"
"13m_38.fa","taxid assigned","based on 3139/8207 ORFs","1;131567;2","1.00;0.93;0.59","Bacteria","0.59","no support","no support","no support","no support","no support","no support","13m","NCB",4123,6408357,0,1491,1533,3506,1078,16584,0.52717,0.04067,6.408357,"bacteria_odb10","10.5","10.5","0","12.9","76.6","124","C:10.5%[S:10.5%,D:0.0%],F:12.9%,M:76.6%,n:124","C:1.5%[S:1.5%,D:0.0%],F:3.1%,M:95.4%,n:194","C:4.3%[S:4.3%,D:0.0%],F:5.5%,M:90.2%,n:255"
"13m_39.fa","taxid assigned","based on 8523/8979 ORFs","1;131567;2;1783270;68336;976;117743;200644;1853230;1986672;2026728","1.00;1.00;1.00;0.92;0.92;0.91;0.68;0.64;0.33;0.31;0.31","Bacteria","1.00","Bacteroidetes: 0.91","Flavobacteriia: 0.68","Flavobacteriales: 0.64","Crocinitomicaceae: 0.33",NA,"Crocinitomicaceae bacterium: 0.31","13m","NCB",162,10351461,0,26,102792,97,30056,367973,0.34044,0.01737,10.351461,"bacteria_odb10","100","4.8","95.2","0","0","124","C:100.0%[S:4.8%,D:95.2%],F:0.0%,M:0.0%,n:124","C:19.0%[S:1.0%,D:18.0%],F:3.6%,M:77.4%,n:194","C:3.9%[S:0.0%,D:3.9%],F:2.7%,M:93.4%,n:255"
"13m_4.fa","taxid assigned","based on 485/809 ORFs","1;131567;2","1.00;0.89;0.83","Bacteria","0.83","no support","no support","no support","no support","no support","no support","13m","NCB",143,695961,0,19,11047,87,1567,69776,0.33477,0.0315,0.695961,"archaea_odb10","2.1","2.1","0","0.5","97.4","194","C:1.6%[S:1.6%,D:0.0%],F:0.8%,M:97.6%,n:124","C:2.1%[S:2.1%,D:0.0%],F:0.5%,M:97.4%,n:194","C:0.8%[S:0.8%,D:0.0%],F:0.0%,M:99.2%,n:255"
"13m_40.fa","taxid assigned","based on 4418/4576 ORFs","1;131567;2;1783272;201174;1760;52018;1883427","1.00;0.99;0.99;0.79;0.79;0.36;0.36;0.30","Bacteria","0.99","Actinobacteria: 0.79","Actinomycetia: 0.36",NA,NA,NA,"Actinobacteria bacterium: 0.30","13m","NCB",1989,3253770,0,711,1629,1681,1114,49219,0.51775,0.02163,3.25377,"bacteria_odb10","64.5","41.9","22.6","13.7","21.8","124","C:64.5%[S:41.9%,D:22.6%],F:13.7%,M:21.8%,n:124","C:11.9%[S:8.8%,D:3.1%],F:5.7%,M:82.4%,n:194","C:2.0%[S:1.2%,D:0.8%],F:1.6%,M:96.4%,n:255"
"13m_43.fa","taxid assigned","based on 320/343 ORFs","1;131567;2;1783270;68336;976;200643;171549","1.00;1.00;1.00;0.87;0.87;0.84;0.39;0.33","Bacteria","1.00","Bacteroidetes: 0.84","Bacteroidia: 0.39","Bacteroidales: 0.33","no support","no support","no support","13m","NCB",261,612642,0,59,2521,205,1166,34221,0.46854,0.04312,0.612642,"Check_logs","-","-","-","-","-","-","-","-","-"
"13m_44.fa","taxid assigned (1/2)","based on 10566/10938 ORFs","1;131567;2;1224;1236;135613;1046;53452;61598","1.00;1.00;1.00;0.99;0.98;0.98;0.98;0.44;0.44","Bacteria","1.00","Proteobacteria: 0.99","Gammaproteobacteria: 0.98","Chromatiales: 0.98","Chromatiaceae: 0.98","Lamprocystis: 0.44","Lamprocystis purpurea: 0.44","13m","NCB",2348,10773916,0,638,5511,1793,2475,29678,0.65746,0.03286,10.773916,"chromatiales_odb10","89.9","40.8","49.1","3.7","6.4","652","C:87.1%[S:41.1%,D:46.0%],F:8.9%,M:4.0%,n:124","C:18.1%[S:9.3%,D:8.8%],F:4.6%,M:77.3%,n:194","C:5.1%[S:3.5%,D:1.6%],F:3.5%,M:91.4%,n:255"
"13m_45.fa","taxid assigned","based on 4147/4348 ORFs","1;131567;2;1783270;68336;976;200643","1.00;1.00;1.00;0.85;0.85;0.84;0.52","Bacteria","1.00","Bacteroidetes: 0.84","Bacteroidia: 0.52","no support","no support","no support","no support","13m","NCB",320,5110134,0,57,26780,202,7135,132234,0.41233,0.02027,5.110134,"bacteroidia_odb10","91.8","88.1","3.7","1.5","6.7","538","C:84.6%[S:79.0%,D:5.6%],F:2.4%,M:13.0%,n:124","C:21.6%[S:20.6%,D:1.0%],F:1.5%,M:76.9%,n:194","C:2.7%[S:2.7%,D:0.0%],F:3.5%,M:93.8%,n:255"
"13m_46.fa","taxid assigned","based on 8106/8250 ORFs","1;131567;2;1783272;201174;1760;52018","1.00;1.00;1.00;0.85;0.85;0.36;0.36","Bacteria","1.00","Actinobacteria: 0.85","Actinomycetia: 0.36","no support","no support","no support","no support","13m","NCB",1311,7357792,0,293,6784,980,2821,47458,0.51643,0.01861,7.357792,"bacteria_odb10","94.3","13.7","80.6","1.6","4.1","124","C:94.3%[S:13.7%,D:80.6%],F:1.6%,M:4.1%,n:124","C:22.6%[S:4.6%,D:18.0%],F:2.6%,M:74.8%,n:194","C:3.9%[S:0.8%,D:3.1%],F:2.4%,M:93.7%,n:255"
"13m_47.fa","taxid assigned","based on 996/1085 ORFs","1;131567;2;1783272;201174;1760","1.00;0.79;0.78;0.67;0.66;0.52","Bacteria","0.78","Actinobacteria: 0.66","Actinomycetia: 0.52","no support","no support","no support","no support","13m","NCB",524,862462,0,156,1471,440,1053,23000,0.46514,0.0307,0.862462,"bacteria_odb10","19.4","9.7","9.7","11.3","69.3","124","C:19.4%[S:9.7%,D:9.7%],F:11.3%,M:69.3%,n:124","C:2.6%[S:2.1%,D:0.5%],F:1.0%,M:96.4%,n:194","C:0.4%[S:0.4%,D:0.0%],F:0.4%,M:99.2%,n:255"
"13m_48.fa","taxid assigned","based on 2207/2247 ORFs","1;131567;2;1783270;68336;976;1853228;1853229;563835;569836;1869212","1.00;1.00;1.00;0.99;0.99;0.99;0.95;0.32;0.32;0.30;0.30","Bacteria","1.00","Bacteroidetes: 0.99","Chitinophagia: 0.95","Chitinophagales: 0.32","Chitinophagaceae: 0.32",NA,"Chitinophagaceae bacterium: 0.30","13m","NCB",295,2441365,0,36,18053,168,3144,89033,0.3561,0.01781,2.441365,"bacteroidetes_odb10","85.3","84.8","0.5","5","9.7","402","C:85.5%[S:85.5%,D:0.0%],F:9.7%,M:4.8%,n:124","C:14.4%[S:13.9%,D:0.5%],F:3.1%,M:82.5%,n:194","C:3.1%[S:3.1%,D:0.0%],F:0.8%,M:96.1%,n:255"
"13m_53.fa","taxid assigned","based on 3310/3660 ORFs","1;131567;2;1224;1236;135613;1046;53452;61598","1.00;0.98;0.98;0.79;0.61;0.60;0.60;0.31;0.31","Bacteria","0.98","Proteobacteria: 0.79","Gammaproteobacteria: 0.61","Chromatiales: 0.60","Chromatiaceae: 0.60","Lamprocystis: 0.31","Lamprocystis purpurea: 0.31","13m","NCB",1813,2676339,0,683,1442,1558,1072,8898,0.6441,0.04471,2.676339,"bacteria_odb10","22.6","19.4","3.2","14.5","62.9","124","C:22.6%[S:19.4%,D:3.2%],F:14.5%,M:62.9%,n:124","C:5.1%[S:4.6%,D:0.5%],F:4.6%,M:90.3%,n:194","C:1.6%[S:1.2%,D:0.4%],F:0.8%,M:97.6%,n:255"
"13m_56.fa","taxid assigned","based on 6621/6847 ORFs","1;131567;2;1783270;68336;976;117743;200644;49546;237","1.00;1.00;0.99;0.87;0.87;0.86;0.73;0.69;0.61;0.49","Bacteria","0.99","Bacteroidetes: 0.86","Flavobacteriia: 0.73","Flavobacteriales: 0.69","Flavobacteriaceae: 0.61","Flavobacterium: 0.49","no support","13m","NCB",728,7143207,0,78,19304,477,3761,150229,0.33345,0.02084,7.143207,"bacteria_odb10","76.6","23.4","53.2","0","23.4","124","C:76.6%[S:23.4%,D:53.2%],F:0.0%,M:23.4%,n:124","C:16.5%[S:7.2%,D:9.3%],F:2.1%,M:81.4%,n:194","C:4.7%[S:2.0%,D:2.7%],F:2.0%,M:93.3%,n:255"
"13m_57.fa","taxid assigned","based on 622/711 ORFs","1;131567;2;1224;68525;28221;213462;213468;2357;2358*","1.00;1.00;0.96;0.80;0.74;0.74;0.36;0.36;0.36;0.36","Bacteria","0.96","Proteobacteria: 0.80","Deltaproteobacteria: 0.74","Syntrophobacterales: 0.36","Syntrophaceae: 0.36","Desulfomonile: 0.36","Desulfomonile tiedjei*: 0.36","13m","NCB",341,511135,0,128,1443,293,1076,4692,0.46759,0.0287,0.511135,"bacteria_odb10","4","4","0","8.1","87.9","124","C:4.0%[S:4.0%,D:0.0%],F:8.1%,M:87.9%,n:124","C:0.5%[S:0.5%,D:0.0%],F:1.5%,M:98.0%,n:194","C:0.8%[S:0.8%,D:0.0%],F:0.8%,M:98.4%,n:255"
"13m_58.fa","taxid assigned","based on 1008/1461 ORFs","1;131567;2","1.00;0.70;0.69","Bacteria","0.69","no support","no support","no support","no support","no support","no support","13m","NCB",86,1209325,0,11,32605,51,5555,131336,0.31839,0.02709,1.209325,"bacteria_odb10","0.8","0.8","0","1.6","97.6","124","C:0.8%[S:0.8%,D:0.0%],F:1.6%,M:97.6%,n:124","C:0.0%[S:0.0%,D:0.0%],F:0.5%,M:99.5%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255"
"13m_59.fa","taxid assigned","based on 516/823 ORFs","1;131567;2","1.00;0.72;0.71","Bacteria","0.71","no support","no support","no support","no support","no support","no support","13m","NCB",277,556490,0,90,2193,227,1199,7522,0.32808,0.03397,0.55649,"bacteria_odb10","0","0","0","0.8","99.2","124","C:0.0%[S:0.0%,D:0.0%],F:0.8%,M:99.2%,n:124","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255"
"13m_6.fa","taxid assigned","based on 3203/3384 ORFs","1;131567;2;1224;1236;135618;2202198;2304002","1.00;1.00;0.99;0.95;0.90;0.85;0.56;0.56","Bacteria","0.99","Proteobacteria: 0.95","Gammaproteobacteria: 0.90","Methylococcales: 0.85",NA,NA,"Methylococcales bacterium: 0.56","13m","NCB",472,3542008,0,81,12436,312,3183,55172,0.40144,0.02969,3.542008,"gammaproteobacteria_odb10","94.6","93.2","1.4","1.4","4","366","C:94.4%[S:94.4%,D:0.0%],F:1.6%,M:4.0%,n:124","C:17.5%[S:17.5%,D:0.0%],F:6.7%,M:75.8%,n:194","C:3.1%[S:2.7%,D:0.4%],F:1.6%,M:95.3%,n:255"
"13m_62.fa","taxid assigned","based on 1278/8890 ORFs","1;131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6657;2172821;72037;6830;116569;116571","1.00;0.94;0.87;0.86;0.85;0.84;0.82;0.73;0.70;0.69;0.69;0.65;0.65;0.51;0.49;0.48;0.48;0.48;0.38","Eukaryota","0.87","Arthropoda: 0.69","Hexanauplia: 0.48","no support","no support","no support","no support","13m","NCB",9005,12408103,0,3599,1346,7815,1055,5257,0.36684,0.02299,12.408103,"archaea_odb10","0.5","0.5","0","0.5","99","194","C:0.0%[S:0.0%,D:0.0%],F:0.8%,M:99.2%,n:124","C:0.5%[S:0.5%,D:0.0%],F:0.5%,M:99.0%,n:194","C:0.0%[S:0.0%,D:0.0%],F:5.9%,M:94.1%,n:255"
"13m_63.fa","taxid assigned","based on 2538/2803 ORFs","1;131567;2;1783272;200795","1.00;0.99;0.99;0.81;0.79","Bacteria","0.99","Chloroflexi: 0.79","no support","no support","no support","no support","no support","13m","NCB",1397,1979316,0,541,1375,1206,1056,21205,0.49049,0.04181,1.979316,"bacteria_odb10","20.2","19.4","0.8","12.9","66.9","124","C:20.2%[S:19.4%,D:0.8%],F:12.9%,M:66.9%,n:124","C:3.1%[S:3.1%,D:0.0%],F:2.6%,M:94.3%,n:194","C:1.6%[S:1.6%,D:0.0%],F:1.6%,M:96.8%,n:255"
